index,iou_raw,accuracy_raw,iou_eval,accuracy_eval,label_flipped_for_eval,runtime_sec,iterations,converged,fg_ratio_raw,fg_ratio_eval,em_iterations,em_log_likelihood
0,0.035133376707872456,0.5880555555555556,0.035133376707872456,0.5880555555555556,0.0,15.207749334000027,50.0,0.0,0.4097222222222222,0.4097222222222222,60.0,24465.929672541588
1,0.0012836970474967904,0.13555555555555557,0.29682997118155574,0.8644444444444445,1.0,7.480864688000111,23.0,1.0,0.8083333333333333,0.19166666666666668,29.0,17312.251209514143
2,0.0025682182985553763,0.13694444444444445,0.2936962750716328,0.8630555555555556,1.0,7.352840380000089,23.0,1.0,0.8083333333333333,0.19166666666666668,29.0,17312.251209514143
3,0.002623906705539358,0.04972222222222222,0.6405622489959826,0.9502777777777778,1.0,5.946304847999954,19.0,1.0,0.8641666666666666,0.13583333333333333,9.0,22058.258111611467
4,0.0020360674810936587,0.04694444444444444,0.8642570281124492,0.9530555555555555,1.0,3.899618468999961,12.0,1.0,0.6561111111111111,0.3438888888888889,6.0,19442.276356089773
5,0.008639910813823854,0.011944444444444445,0.8976190476190454,0.9880555555555556,1.0,4.822642531000156,15.0,1.0,0.8919444444444444,0.10805555555555556,12.0,22945.15023716157
6,0.11377613776137754,0.5997222222222223,0.2313990744037023,0.4002777777777778,1.0,15.140668110999968,50.0,0.0,0.27111111111111114,0.7288888888888889,12.0,20935.517597381826
7,0.004352872896111432,0.04694444444444444,0.7961399276236419,0.9530555555555555,1.0,7.254059049000034,17.0,1.0,0.7738888888888888,0.22611111111111112,7.0,21941.111571982903
8,0.0018253726802555518,0.08861111111111111,0.6071428571428564,0.9113888888888889,1.0,13.454315426999983,22.0,1.0,0.7761111111111111,0.2238888888888889,15.0,19589.00851177895
9,0.00032299741602067174,0.14027777777777778,0.5802161263507892,0.8597222222222223,1.0,18.636671791000026,34.0,1.0,0.6661111111111111,0.3338888888888889,12.0,18363.93276905213
10,0.001714775650185767,0.029722222222222223,0.6525974025974004,0.9702777777777778,1.0,6.592189148999978,15.0,1.0,0.9161111111111111,0.08388888888888889,19.0,20418.420709521222
11,0.00349243306169965,0.04888888888888889,0.5799522673031012,0.9511111111111111,1.0,7.138795784999957,14.0,1.0,0.8869444444444444,0.11305555555555556,17.0,20044.444843127094
12,0.002661147250147841,0.06305555555555556,0.5772811918063304,0.9369444444444445,1.0,6.48634959900005,15.0,1.0,0.8533333333333334,0.14666666666666667,14.0,19731.10562332552
13,0.06386929075380614,0.2997222222222222,0.3306451612903224,0.7002777777777778,1.0,17.646118098999978,50.0,0.0,0.6,0.4,59.0,14804.576856719017
14,0.013341607198262485,0.11666666666666667,0.5270270270270264,0.8833333333333333,1.0,12.330735525000136,35.0,1.0,0.7652777777777777,0.23472222222222222,15.0,17577.506426783977
15,0.0004275331338178707,0.35055555555555556,0.28009127210496276,0.6494444444444445,1.0,17.183137924999983,41.0,1.0,0.5133333333333333,0.4866666666666667,6.0,17316.063526024234
16,0.0,0.3672222222222222,0.18243661100803948,0.6327777777777778,1.0,17.116586894000193,47.0,1.0,0.5508333333333333,0.44916666666666666,37.0,15265.639393147461
17,0.0011195074167366355,0.008611111111111111,0.9277389277389255,0.9913888888888889,1.0,5.582321830999945,15.0,1.0,0.8819444444444444,0.11805555555555555,29.0,21109.33470702963
18,0.0,0.2877777777777778,0.1130136986301369,0.7122222222222222,1.0,9.759956975000023,27.0,1.0,0.6755555555555556,0.3244444444444444,16.0,17075.73049117837
19,0.19173776380781313,0.5,0.19173776380781313,0.5,0.0,4.715091326999982,12.0,1.0,0.6186111111111111,0.6186111111111111,22.0,17326.485270219087
