index,iou_raw,accuracy_raw,iou_eval,accuracy_eval,label_flipped_for_eval,runtime_sec,iterations,converged,fg_ratio_raw,fg_ratio_eval,em_iterations,em_log_likelihood
0,0.544262295081967,0.6525,0.544262295081967,0.6525,0.0,12.304932258000008,27.0,1.0,0.4263888888888889,0.4263888888888889,15.0,16090.392139431859
1,0.19111259605746736,0.3275,0.5579302587176601,0.6725,1.0,18.540665284999932,42.0,1.0,0.41805555555555557,0.5819444444444445,59.0,15793.778883585215
2,0.1755215577190542,0.17666666666666667,0.7156906571300846,0.8233333333333334,1.0,11.386767800000143,29.0,1.0,0.5538888888888889,0.4461111111111111,51.0,15803.651425607899
3,0.5255411255411254,0.5433333333333333,0.5255411255411254,0.5433333333333333,0.0,14.364759978999928,42.0,1.0,0.75,0.75,7.0,18330.42821460341
4,0.204765450483991,0.4066666666666667,0.5899159663865545,0.5933333333333334,1.0,16.601435318000085,46.0,1.0,0.16111111111111112,0.8388888888888889,20.0,22454.432620447064
5,0.023372287145242063,0.025,0.6853146853146829,0.975,1.0,8.508084542000006,22.0,1.0,0.9438888888888889,0.05611111111111111,21.0,26331.287136073253
6,0.772815533980581,0.9675,0.772815533980581,0.9675,0.0,8.622940641000014,23.0,1.0,0.11194444444444444,0.11194444444444444,13.0,24788.31811707462
7,0.13393501805054148,0.33361111111111114,0.6093038386467142,0.6663888888888889,1.0,15.969682179999836,42.0,1.0,0.24916666666666668,0.7508333333333334,6.0,21410.31345777448
8,0.7170542635658911,0.8783333333333333,0.7170542635658911,0.8783333333333333,0.0,10.860027402000014,26.0,1.0,0.3236111111111111,0.3236111111111111,5.0,24635.646482209224
9,0.37138565527600437,0.535,0.43336275375110317,0.465,1.0,16.44676529000003,50.0,0.0,0.33055555555555555,0.6694444444444444,7.0,16225.711689343781
10,0.3398169336384438,0.6794444444444444,0.3398169336384438,0.6794444444444444,0.0,18.01568356300004,50.0,0.0,0.41944444444444445,0.41944444444444445,9.0,17294.26914662184
11,0.2674220963172803,0.6408333333333334,0.31644444444444436,0.3591666666666667,1.0,17.90750379300016,46.0,1.0,0.19361111111111112,0.8063888888888889,9.0,14469.827836486762
12,0.20072332730560571,0.3861111111111111,0.5642633228840124,0.6138888888888889,1.0,7.879476880000084,21.0,1.0,0.26805555555555555,0.7319444444444444,31.0,13758.683763343613
13,0.5401943462897524,0.7108333333333333,0.5401943462897524,0.7108333333333333,0.0,17.3863288,50.0,0.0,0.34555555555555556,0.34555555555555556,6.0,17929.88050366433
14,0.004786036036036035,0.018055555555555554,0.9315068493150674,0.9819444444444444,1.0,7.850120320999849,24.0,1.0,0.7411111111111112,0.2588888888888889,19.0,13227.44607901975
15,0.251889168765743,0.2575,0.6031678082191778,0.7425,1.0,20.43455149600004,50.0,0.0,0.6011111111111112,0.3988888888888889,10.0,12615.544901284582
16,0.378794743996375,0.6191666666666666,0.378794743996375,0.6191666666666666,0.0,23.025579322999874,50.0,0.0,0.5180555555555556,0.5180555555555556,4.0,20431.805818443994
17,0.493043962159154,0.4938888888888889,0.493043962159154,0.4938888888888889,0.0,12.062433809999902,25.0,1.0,0.7325,0.7325,19.0,14174.015348486464
18,0.9673469387755097,0.9822222222222222,0.9673469387755097,0.9822222222222222,0.0,8.528406302000121,15.0,1.0,0.5355555555555556,0.5355555555555556,60.0,16953.05491272855
19,0.6254218222722157,0.815,0.6254218222722157,0.815,0.0,9.115128508999987,18.0,1.0,0.32166666666666666,0.32166666666666666,7.0,12565.947189096882
